web_scraper_order,web_scraper_start_url,date,open,high,low,close_close_price_adjusted_for_splits,adj_close_adjusted_close_price_adjusted_for_splits_and_dividend_andor_capital_gain_distributions,volume
"1766321157-329","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 22, 2024","2,460.00","2,570.00","2,460.00","2,560.00","2,540.30","49,721,000"
"1766321157-330","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 19, 2024","2,490.00","2,490.00","2,450.00","2,450.00","2,431.14","20,005,300"
"1766321157-331","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 18, 2024","2,480.00","2,510.00","2,460.00","2,490.00","2,470.84","20,095,600"
"1766321157-332","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 17, 2024","2,470.00","2,500.00","2,470.00","2,480.00","2,460.91","15,406,900"
"1766321157-333","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 16, 2024","2,480.00","2,490.00","2,450.00","2,460.00","2,441.07","14,691,200"
"1766321157-334","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 15, 2024","2,510.00","2,520.00","2,470.00","2,480.00","2,460.91","16,567,500"
"1766321157-335","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 12, 2024","2,520.00","2,560.00","2,490.00","2,510.00","2,490.68","43,583,200"
"1766321157-336","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 11, 2024","2,490.00","2,530.00","2,480.00","2,510.00","2,490.68","20,414,700"
"1766321157-337","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 10, 2024","2,530.00","2,550.00","2,470.00","2,470.00","2,450.99","24,698,800"
"1766321157-338","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 9, 2024","2,460.00","2,540.00","2,450.00","2,520.00","2,500.60","50,615,600"
"1766321157-339","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 8, 2024","2,500.00","2,500.00","2,430.00","2,450.00","2,431.14","33,712,200"
"1766321157-340","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 5, 2024","2,490.00","2,530.00","2,470.00","2,490.00","2,470.84","21,006,300"
"1766321157-341","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 4, 2024","2,500.00","2,550.00","2,480.00","2,490.00","2,470.84","28,913,100"
"1766321157-342","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 3, 2024","2,570.00","2,590.00","2,470.00","2,500.00","2,480.76","35,106,600"
"1766321157-343","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 2, 2024","2,610.00","2,610.00","2,540.00","2,560.00","2,540.30","19,272,200"
"1766321157-344","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jul 1, 2024","2,680.00","2,680.00","2,540.00","2,610.00","2,589.91","36,712,200"
"1766321157-345","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 28, 2024","2,550.00","2,630.00","2,550.00","2,620.00","2,599.84","80,972,200"
"1766321157-346","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 27, 2024","2,550.00","2,610.00","2,520.00","2,540.00","2,520.45","36,800,000"
"1766321157-347","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 26, 2024","2,500.00","2,560.00","2,500.00","2,550.00","2,530.37","30,114,500"
"1766321157-348","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 25, 2024","2,520.00","2,580.00","2,460.00","2,500.00","2,480.76","41,163,700"
"1766321157-349","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 24, 2024","2,420.00","2,540.00","2,420.00","2,510.00","2,490.68","45,739,100"
"1766321157-350","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 21, 2024","2,440.00","2,500.00","2,410.00","2,420.00","2,401.37","46,445,000"
"1766321157-351","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 20, 2024","2,430.00","2,470.00","2,410.00","2,440.00","2,421.22","43,909,600"
"1766321157-352","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 19, 2024","2,300.00","2,450.00","2,300.00","2,410.00","2,391.45","64,222,300"
"1766321157-353","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 14, 2024","2,290.00","2,300.00","2,230.00","2,280.00","2,262.45","36,542,200"
"1766321157-354","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 13, 2024","2,190.00","2,290.00","2,170.00","2,280.00","2,262.45","33,478,400"
"1766321157-355","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 12, 2024","2,160.00","2,170.00","2,120.00","2,150.00","2,133.45","8,102,600"
"1766321157-356","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 11, 2024","2,130.00","2,190.00","2,120.00","2,170.00","2,153.30","16,401,500"
"1766321157-357","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 10, 2024","2,170.00","2,170.00","2,090.00","2,130.00","2,113.61","23,351,900"
"1766321157-358","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 7, 2024","2,180.00","2,240.00","2,170.00","2,180.00","2,163.22","17,291,900"
"1766321157-359","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 6, 2024","2,240.00","2,260.00","2,150.00","2,190.00","2,173.15","37,665,500"
"1766321157-360","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 5, 2024","2,280.00","2,310.00","2,230.00","2,260.00","2,242.61","17,675,600"
"1766321157-361","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 4, 2024","2,240.00","2,330.00","2,240.00","2,280.00","2,262.45","42,763,000"
"1766321157-362","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","Jun 3, 2024","2,240.00","2,270.00","2,200.00","2,230.00","2,212.84","37,069,500"
"1766321157-363","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 31, 2024","2,170.00","2,240.00","2,160.00","2,200.00","2,183.07","34,438,100"
"1766321157-364","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 30, 2024","18.547045 Dividend","","","","",""
"1766321157-365","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 30, 2024","2,200.00","2,200.00","2,110.00","2,160.00","2,143.38","44,789,500"
"1766321157-366","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 29, 2024","2,290.00","2,300.00","2,160.00","2,200.00","2,164.66","36,229,700"
"1766321157-367","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 28, 2024","2,280.00","2,340.00","2,280.00","2,290.00","2,253.22","27,318,200"
"1766321157-368","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 27, 2024","2,330.00","2,340.00","2,260.00","2,270.00","2,233.54","41,880,400"
"1766321157-369","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 22, 2024","2,380.00","2,410.00","2,310.00","2,330.00","2,292.58","50,980,500"
"1766321157-370","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 21, 2024","2,470.00","2,470.00","2,350.00","2,360.00","2,322.09","34,663,600"
"1766321157-371","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 20, 2024","2,530.00","2,540.00","2,460.00","2,470.00","2,430.33","19,578,200"
"1766321157-372","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 17, 2024","2,550.00","2,580.00","2,490.00","2,520.00","2,479.52","39,459,600"
"1766321157-373","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 16, 2024","2,580.00","2,650.00","2,540.00","2,540.00","2,499.20","66,238,200"
"1766321157-374","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 15, 2024","2,350.00","2,550.00","2,340.00","2,540.00","2,499.20","99,439,800"
"1766321157-375","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 14, 2024","2,310.00","2,390.00","2,270.00","2,350.00","2,312.25","88,250,200"
"1766321157-376","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 13, 2024","2,540.00","2,550.00","2,230.00","2,300.00","2,263.06","172,382,700"
"1766321157-377","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 8, 2024","2,700.00","2,740.00","2,510.00","2,540.00","2,499.20","87,917,000"
"1766321157-378","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 7, 2024","2,790.00","2,800.00","2,700.00","2,700.00","2,656.63","35,836,500"
"1766321157-379","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 6, 2024","2,670.00","2,870.00","2,670.00","2,790.00","2,745.19","97,349,400"
"1766321157-380","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 3, 2024","2,550.00","2,650.00","2,520.00","2,630.00","2,587.76","34,475,700"
"1766321157-381","https://finance.yahoo.com/quote/BRIS.JK/history/?period1=1714521600&period2=1764460800","May 2, 2024","2,640.00","2,640.00","2,510.00","2,540.00","2,499.20","33,703,700"
