web_scraper_order,web_scraper_start_url,date,open,high,low,close_close_price_adjusted_for_splits,adj_close_adjusted_close_price_adjusted_for_splits_and_dividend_andor_capital_gain_distributions,volume
"1765972550-309","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 5, 2024","5,375.00","5,450.00","5,350.00","5,450.00","5,001.95","62,221,800"
"1765972550-310","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 4, 2024","5,325.00","5,375.00","5,300.00","5,350.00","4,910.17","47,278,700"
"1765972550-311","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 3, 2024","5,375.00","5,400.00","5,325.00","5,375.00","4,933.12","20,288,700"
"1765972550-312","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Sep 2, 2024","5,350.00","5,400.00","5,325.00","5,350.00","4,910.17","22,988,100"
"1765972550-313","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 30, 2024","5,300.00","5,400.00","5,300.00","5,350.00","4,910.17","86,718,500"
"1765972550-314","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 29, 2024","5,425.00","5,425.00","5,300.00","5,300.00","4,864.28","40,749,200"
"1765972550-315","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 28, 2024","5,400.00","5,425.00","5,275.00","5,375.00","4,933.12","48,476,500"
"1765972550-316","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 27, 2024","5,525.00","5,550.00","5,350.00","5,400.00","4,956.06","57,135,700"
"1765972550-317","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 26, 2024","5,450.00","5,550.00","5,450.00","5,525.00","5,070.79","68,435,700"
"1765972550-318","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 23, 2024","5,300.00","5,500.00","5,300.00","5,450.00","5,001.95","69,905,300"
"1765972550-319","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 22, 2024","5,425.00","5,425.00","5,225.00","5,275.00","4,841.34","72,626,600"
"1765972550-320","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 21, 2024","5,475.00","5,550.00","5,425.00","5,450.00","5,001.95","92,703,900"
"1765972550-321","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 20, 2024","5,375.00","5,500.00","5,375.00","5,475.00","5,024.90","69,978,300"
"1765972550-322","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 19, 2024","5,300.00","5,450.00","5,275.00","5,350.00","4,910.17","55,661,900"
"1765972550-323","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 16, 2024","5,300.00","5,350.00","5,275.00","5,300.00","4,864.28","33,604,900"
"1765972550-324","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 15, 2024","5,300.00","5,325.00","5,225.00","5,250.00","4,818.40","33,034,700"
"1765972550-325","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 14, 2024","5,250.00","5,375.00","5,225.00","5,275.00","4,841.34","93,112,500"
"1765972550-326","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 13, 2024","5,175.00","5,200.00","5,125.00","5,175.00","4,749.56","26,196,400"
"1765972550-327","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 12, 2024","5,150.00","5,150.00","5,075.00","5,125.00","4,703.67","14,296,000"
"1765972550-328","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 9, 2024","5,050.00","5,200.00","5,050.00","5,125.00","4,703.67","33,031,700"
"1765972550-329","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 8, 2024","5,000.00","5,100.00","4,970.00","5,025.00","4,611.89","51,493,100"
"1765972550-330","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 7, 2024","5,025.00","5,050.00","4,980.00","5,000.00","4,588.95","32,547,900"
"1765972550-331","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 6, 2024","5,000.00","5,075.00","4,940.00","5,025.00","4,611.89","51,827,100"
"1765972550-332","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 5, 2024","5,025.00","5,050.00","4,880.00","4,960.00","4,552.24","65,485,300"
"1765972550-333","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 2, 2024","5,050.00","5,150.00","5,025.00","5,100.00","4,680.73","75,959,300"
"1765972550-334","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Aug 1, 2024","4,940.00","5,075.00","4,940.00","5,075.00","4,657.78","54,207,300"
"1765972550-335","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 31, 2024","4,970.00","5,025.00","4,920.00","4,970.00","4,561.41","34,106,000"
"1765972550-336","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 30, 2024","5,000.00","5,000.00","4,950.00","4,950.00","4,543.06","36,234,500"
"1765972550-337","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 29, 2024","5,025.00","5,050.00","5,000.00","5,025.00","4,611.89","19,854,800"
"1765972550-338","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 26, 2024","5,000.00","5,075.00","4,990.00","5,000.00","4,588.95","41,982,600"
"1765972550-339","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 25, 2024","5,050.00","5,075.00","4,980.00","5,025.00","4,611.89","52,463,300"
"1765972550-340","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 24, 2024","5,050.00","5,100.00","5,000.00","5,100.00","4,680.73","23,442,100"
"1765972550-341","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 23, 2024","5,100.00","5,125.00","5,050.00","5,050.00","4,634.84","30,554,100"
"1765972550-342","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 22, 2024","5,125.00","5,150.00","5,050.00","5,100.00","4,680.73","32,378,000"
"1765972550-343","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 19, 2024","5,075.00","5,100.00","5,025.00","5,100.00","4,680.73","66,907,300"
"1765972550-344","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 18, 2024","4,990.00","5,125.00","4,990.00","5,075.00","4,657.78","86,127,800"
"1765972550-345","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 17, 2024","5,050.00","5,075.00","5,000.00","5,000.00","4,588.95","59,615,300"
"1765972550-346","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 16, 2024","5,050.00","5,050.00","4,980.00","4,980.00","4,570.59","66,371,200"
"1765972550-347","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 15, 2024","5,050.00","5,075.00","4,980.00","5,025.00","4,611.89","94,794,900"
"1765972550-348","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 12, 2024","4,920.00","5,125.00","4,920.00","5,025.00","4,611.89","151,520,700"
"1765972550-349","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 11, 2024","4,850.00","4,880.00","4,830.00","4,870.00","4,469.64","37,573,700"
"1765972550-350","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 10, 2024","4,850.00","4,900.00","4,820.00","4,820.00","4,423.75","48,700,200"
"1765972550-351","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 9, 2024","4,670.00","4,870.00","4,670.00","4,860.00","4,460.46","87,456,600"
"1765972550-352","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 8, 2024","4,730.00","4,740.00","4,670.00","4,670.00","4,286.08","36,004,700"
"1765972550-353","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 5, 2024","4,730.00","4,780.00","4,690.00","4,700.00","4,313.61","67,585,600"
"1765972550-354","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 4, 2024","4,690.00","4,770.00","4,660.00","4,710.00","4,322.79","61,435,900"
"1765972550-355","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 3, 2024","4,730.00","4,740.00","4,630.00","4,650.00","4,267.72","41,531,700"
"1765972550-356","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 2, 2024","4,710.00","4,730.00","4,670.00","4,710.00","4,322.79","35,142,800"
"1765972550-357","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jul 1, 2024","4,690.00","4,720.00","4,650.00","4,710.00","4,322.79","43,250,900"
"1765972550-358","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 28, 2024","4,590.00","4,740.00","4,590.00","4,660.00","4,276.90","95,384,300"
"1765972550-359","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 27, 2024","4,450.00","4,610.00","4,430.00","4,580.00","4,203.48","85,462,100"
"1765972550-360","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 26, 2024","4,480.00","4,530.00","4,420.00","4,420.00","4,056.63","34,063,700"
"1765972550-361","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 25, 2024","4,520.00","4,530.00","4,420.00","4,480.00","4,111.70","44,861,500"
"1765972550-362","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 24, 2024","4,540.00","4,600.00","4,460.00","4,540.00","4,166.76","49,112,400"
"1765972550-363","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 21, 2024","4,400.00","4,610.00","4,400.00","4,540.00","4,166.76","108,982,500"
"1765972550-364","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 20, 2024","4,320.00","4,410.00","4,300.00","4,400.00","4,038.27","50,579,900"
"1765972550-365","https://finance.yahoo.com/quote/BBNI.JK/history/?period1=1718582400&period2=1765972360","Jun 19, 2024","4,310.00","4,390.00","4,260.00","4,300.00","3,946.50","60,373,800"
